,IDX30 Index,,,,,LQ45 Index,,,,,KOA Comdty,,,,,XWA Comdty,,,,,LMNIDY Comdty,,,,,COA Comdty,,,,,LOSNDY Comdty,,,,,HGA Comdty,,,,,USDIDR Curncy,,,,,XAUIDR Curncy,,,,,RR1 Comdty,,,,
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW
12/10/2021,503.404,507.151,9990901900,509.281,500.497,942.112,948.61,11333657400,953.656,936.693,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,120.8,25,#N/A N/A,#N/A N/A,19975,19862,34518,20450,19949,#N/A N/A,67.84,6,#N/A N/A,#N/A N/A,39400,40150,#N/A N/A,40150,39400,420.5,416.8,1,420.5,420.5,14440,14373,#N/A N/A,14447,14317,25735593.07,25621963.05,#N/A N/A,25813693.08,25439313.03,14.08,13.825,3275,14.105,13.76
12/17/2021,508.547,502.014,7038430300,509.701,497.419,951.534,939.406,8415429300,953.79,931.272,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,123.8,25,#N/A N/A,#N/A N/A,19900,19752,57628,19905,19325,#N/A N/A,65.64,6,#N/A N/A,#N/A N/A,39525,39550,#N/A N/A,39550,5,410.5,416.3,2,410.5,410.5,14354,14368,#N/A N/A,14389,14315,25609773.05,25814453.08,#N/A N/A,26038613.1,25176243,13.89,13.73,4617,13.905,13.6
12/24/2021,498.144,497.618,5020569100,502.881,495.547,932.221,930.957,6008701600,940.945,926.935,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,121.55,25,#N/A N/A,#N/A N/A,19360,20138,30282,20295,19360,#N/A N/A,65.76,4,#N/A N/A,#N/A N/A,38750,39850,#N/A N/A,39850,38750,410.5,423.5,2,410.5,410.5,14388,14221,#N/A N/A,14400,14187,25827443.08,25813813.08,#N/A N/A,25998503.1,25452633.03,13.705,14.05,2334,14.13,13.585
12/31/2021,498.831,497.097,4496850400,502.857,497.097,933.237,931.411,5323633800,940.987,931.316,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.6,25,#N/A N/A,#N/A N/A,20320,20880.5,23483,20925,20316.5,#N/A N/A,67.34,22,#N/A N/A,#N/A N/A,39750,39635,#N/A N/A,39925,39635,410.5,430.95,2,410.5,410.5,14219,14253,#N/A N/A,14285,14213,25671383.06,26081113.11,#N/A N/A,26096163.11,25512753.04,14.01,14.63,1495,14.64,13.99
1/7/2022,497.789,507.699,8214800300,509.319,496.968,932.423,949.858,9484808600,952.805,930.287,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4,25,#N/A N/A,#N/A N/A,20730,20859,20265,20900,20470,#N/A N/A,69.29,22,#N/A N/A,#N/A N/A,39400,40650,#N/A N/A,40650,39400,410.5,429.5,2,410.5,410.5,14255,14358,#N/A N/A,14399,14253,26100723.11,25786423.07,#N/A N/A,26287723.13,25594263.05,14.535,14.55,2,14.535,14.535
1/14/2022,507.526,509.735,7867468800,511.052,501.025,949.482,952.946,9191746600,955.183,937.574,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,117.5,25,#N/A N/A,#N/A N/A,21045,22570.5,23145,22850,21041.5,#N/A N/A,70.73,3,#N/A N/A,#N/A N/A,40425,40850,#N/A N/A,41850,40425,410.5,428.6,2,410.5,410.5,14323,14297,#N/A N/A,14335,14285,25753303.07,25989203.1,#N/A N/A,26182783.12,25606013.05,14.535,14.19,158,14.535,14.535
1/21/2022,512.059,513.715,8488276700,513.715,498.552,957.196,959.763,10032478700,959.763,932.204,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,126.55,25,#N/A N/A,#N/A N/A,22420,24320,67368,24095,22420,#N/A N/A,72.67,3,#N/A N/A,#N/A N/A,41500,43900,#N/A N/A,44195,5,410.5,433.35,2,410.5,410.5,14313,14338,#N/A N/A,14374,14307,25985413.1,26303563.14,#N/A N/A,26498163.16,25891603.09,14.67,14.85,2228,15.095,14.35
1/28/2022,510.53,508.177,7113437900,511.214,497.743,953.951,949.771,8899268200,955.23,930.727,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,130.65,25,#N/A N/A,#N/A N/A,23450,22764,66690,23500,22524,#N/A N/A,72.71,100,#N/A N/A,#N/A N/A,43375,42450,#N/A N/A,43375,41700,410.5,414.85,2,410.5,410.5,14317,14388,#N/A N/A,14393,14307,26280403.13,25755943.07,#N/A N/A,26598663.17,25593523.05,14.845,14.975,3136,15.23,14.61
2/4/2022,509.458,507.801,6070115900,509.459,501.547,952.307,951.673,7389225200,952.85,939.568,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,131.9,25,#N/A N/A,#N/A N/A,22800,23390,48584,23475,22796.5,#N/A N/A,75.02,100,#N/A N/A,#N/A N/A,42550,43375,#N/A N/A,43750,42550,410.5,434.25,2,410.5,410.5,14420,14380,#N/A N/A,14420,14327,25747563.07,25997463.1,#N/A N/A,26092663.11,25650123.06,14.905,15.275,2753,15.58,14.815
2/11/2022,510.307,518.628,8956021900,522.814,508.647,956.331,971.676,10667475700,980.491,953.617,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,127.25,25,#N/A N/A,#N/A N/A,23600,23373,43603,24054,23525,#N/A N/A,77.03,27,#N/A N/A,#N/A N/A,43250,44195,#N/A N/A,44445,43250,410.5,435.15,2,410.5,410.5,14380,14353,#N/A N/A,14408,14338,26003073.1,26672013.18,#N/A N/A,26761103.19,25997243.1,15.275,15.21,3942,15.525,14.65
2/18/2022,515.867,523.683,7274975100,525.231,509.68,966.453,979.96,8842846800,982.36,954.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,124.35,25,#N/A N/A,#N/A N/A,23650,24609,62622,24499,23529,#N/A N/A,76.06,1,#N/A N/A,#N/A N/A,44000,44150,#N/A N/A,44150,43575,410.5,435.5,2,410.5,410.5,14350,14328,#N/A N/A,14352,14253,26667633.18,27193223.24,#N/A N/A,27254213.25,26389873.15,15.195,14.9,4625,15.23,14.74
2/25/2022,524.203,527.695,10785815100,528.713,514.769,980.907,985.541,13164509800,988.298,962.733,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,124.65,25,#N/A N/A,#N/A N/A,24870,24838,43940,26105,24694,#N/A N/A,75.98,30,#N/A N/A,#N/A N/A,44150,45200,#N/A N/A,45795,44150,410.5,434.3,2,410.5,410.5,14343,14367,#N/A N/A,14387,14318,27216933.24,27136713.23,#N/A N/A,28402663.39,27048403.22,14.885,15.11,2558,15.495,14.88
3/4/2022,539.437,533.115,8366039800,540.468,522.417,1006.662,994.05,9755355200,1008.508,976.381,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,150.55,25,#N/A N/A,#N/A N/A,25250,29609,48059,29800,25234,#N/A N/A,85.56,14,#N/A N/A,#N/A N/A,45550,47325,#N/A N/A,47325,45550,457.5,465.55,1,457.5,457.5,14358,14388,#N/A N/A,14395,14337,27138483.24,28344073.38,#N/A N/A,28352123.38,27138483.24,15.14,16.12,616,16.495,15.14
3/11/2022,530.461,535.136,16129005500,541.52,527.041,989.291,997.699,18895829500,1006.853,982.786,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,121.9,25,#N/A N/A,#N/A N/A,42500,48201,7593,43000,42500,#N/A N/A,81.92,107,#N/A N/A,#N/A N/A,48670,44025,#N/A N/A,50050,42800,464.95,450,3,464.95,461,14414,14303,#N/A N/A,14415,14280,28352393.38,28507752,#N/A N/A,29792383.55,28286803.37,15.89,15.51,216,16,15.46
3/18/2022,538.485,536.522,14497417900,546.128,534.35,1003.774,1003.768,16575065600,1020.128,997.481,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,120.15,7,#N/A N/A,#N/A N/A,42500,37115,3296,43000,42500,#N/A N/A,81.23,107,#N/A N/A,#N/A N/A,44100,42450,#N/A N/A,44100,41850,464.95,461.65,3,464.95,461,14314,14342,#N/A N/A,14348,14275,27962568,27962568,#N/A N/A,27962568,27962568,15.575,15.625,1683,16.285,15.46
3/25/2022,535.635,544.181,10648184700,549.199,533.61,1002.249,1017.666,12405239600,1026.82,998.927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,123.45,5,#N/A N/A,#N/A N/A,30500,35468,57592,37200,29799,#N/A N/A,83.01,30,#N/A N/A,#N/A N/A,41425,42650,#N/A N/A,42650,41425,464.95,461.7,3,464.95,461,14349,14341,#N/A N/A,14380,14334,27756504,27760520,#N/A N/A,27760520,27756504,15.59,16.255,1560,16.445,15.5
4/1/2022,543.742,548.963,10837412500,551.637,542.337,1017.159,1027.518,12621992100,1031.861,1014.479,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,128.6,5,#N/A N/A,#N/A N/A,33260,33217,29030,34050,32150,83.8,84.79,626,83.95,83.75,42925,44500,#N/A N/A,44500,42750,464.95,459.45,3,464.95,461,14345,14368,#N/A N/A,14369,14325,28093704,27610880,#N/A N/A,28093704,27610880,16.195,16.005,2143,16.24,15.61
4/8/2022,549.41,557.45,7914340700,558.533,546.261,1028.232,1043.82,9898888000,1045.488,1023.361,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,152.85,5,#N/A N/A,#N/A N/A,33600,33867,19661,34100,33449,85,85.03,92,85,85,45500,44295,#N/A N/A,45500,44295,464.95,463.85,3,464.95,461,14368,14362,#N/A N/A,14380,14338,27671952,27972976,#N/A N/A,27977136,27581144,16.05,15.78,1723,16.08,15.705
4/15/2022,557.538,553.545,7563713300,559.415,547.748,1043.978,1035.666,9362085800,1046.464,1027.263,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.5,5,#N/A N/A,#N/A N/A,32900,33144,25934,33227,32399,85,85.77,60,85,85,43325,43325,#N/A N/A,43650,43325,467,463.85,1,467,467,14374,14344,#N/A N/A,14375,14343,27970568,28444392,#N/A N/A,28504616,27879448,15.78,16.195,3482,16.21,15.625
4/22/2022,554.927,566.44,10150834800,572.611,554.334,1037.987,1056.857,12309189200,1067.97,1036.409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,190.95,5,#N/A N/A,#N/A N/A,33700,33069,27694,33838.5,33674,85,82.5,397,85,85,43600,42200,#N/A N/A,43600,42200,467,453.55,1,467,467,14359,14357,#N/A N/A,14365,14334,28458280,27741896,#N/A N/A,28678760,27675544,16.16,16.205,4595,17,15.69
4/29/2022,563.786,583.109,9253298200,587.494,558.231,1051.668,1085.444,10853457400,1093.606,1041.824,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,175.9,5,#N/A N/A,#N/A N/A,32645,31722,53519,33836.5,32423,85,80.26,142,85,85,40475,40800,#N/A N/A,41250,40475,467,434.75,1,467,467,14460,14497,#N/A N/A,14503,14398,27699488,27482648,#N/A N/A,27912880,27125760,16.13,17.09,1764,17.1,16.02
5/6/2022,563.786,583.109,9253298200,587.494,558.231,1051.668,1085.444,10853457400,1093.606,1041.824,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,204.35,2,#N/A N/A,#N/A N/A,30900,29971.51,19943,30910,29925,85,83.41,119,85,85,41300,40585,#N/A N/A,41300,40585,467,423.95,1,467,467,14460,14497,#N/A N/A,14503,14398,27481848,27275112,#N/A N/A,27527232,26839792,17.085,16.62,45,17.085,16.63
5/13/2022,572.921,533.178,15117797400,574.062,526.823,1067.274,995.976,17501844800,1069.262,983.603,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,211.6,2,#N/A N/A,#N/A N/A,28300,27171.5,23064,28399,27399,85,83.6,202,85,85,38000,34375,#N/A N/A,38000,33875,467,414.1,1,467,467,14510,14613,#N/A N/A,14625,14503,27273800,26479720,#N/A N/A,27325272,26305416,16.69,17.15,110,16.69,16.37
5/20/2022,533.599,542.396,9445507100,546.638,529.294,997.136,1015.176,10685619200,1022.479,989.986,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,240.7,2,#N/A N/A,#N/A N/A,26103.5,27941,34437,27950,26100,85,83.01,95,85,85,35000,34705,#N/A N/A,35000,33900,467,423.25,1,467,467,14625,14652,#N/A N/A,14738,14618,26496216,27038216,#N/A N/A,27212272,26281784,17.39,17.165,3849,18.155,16.715
5/27/2022,543.869,551.887,8325576000,551.887,532.313,1018.146,1031.933,9853192600,1031.933,997.964,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,230.2,5,#N/A N/A,#N/A N/A,26750,28235,21181,27925,26220,85.1,85.31,479,85.1,85.1,34800,34050,#N/A N/A,34800,33725,467,429.95,1,467,467,14643,14577,#N/A N/A,14678,14563,27036528,27000832,#N/A N/A,27411016,26924848,17.13,17.47,2233,17.55,16.84
6/3/2022,555.101,557.398,9723421900,564.994,544.773,1037.696,1043.541,13487605600,1056.779,1020.289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,222.1,5,#N/A N/A,#N/A N/A,30000,28061.5,20058,30001,27704,85.1,86.52,360,85.1,85.1,35000,35250,#N/A N/A,35250,34900,467,446.2,1,467,467,14539,14438,#N/A N/A,14598,14423,26904304,26720256,#N/A N/A,27140792,26568144,17.5,16.795,2397,17.645,16.78
6/10/2022,554.491,544.444,27739759900,561.745,541.144,1038.654,1019.236,30185344700,1051.316,1013.493,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,217.15,5,#N/A N/A,#N/A N/A,29386.5,27188,15614,29388.5,27566.5,85.1,89.18,51,85.1,85.1,35900,36550,#N/A N/A,37200,35900,467,428.15,1,467,467,14458,14550,#N/A N/A,14588,14452,26718296,27231576,#N/A N/A,27296112,26541712,16.87,16.25,4119,17.25,16.22
6/17/2022,533.98,533.059,30667508700,553.565,529.247,1000.093,997.903,33144922700,1034.405,990.753,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,254.05,5,#N/A N/A,#N/A N/A,26432,25581,50591,26432,25291,85.1,86.5,136,85.1,85.1,34500,32600,#N/A N/A,34500,31000,467,403.2,1,467,467,14645,14823,#N/A N/A,14835,14635,27237472,27271968,#N/A N/A,27461048,26536256,16.265,16.22,3412,16.61,16.08
6/24/2022,534.122,544.026,20884686300,546.959,526.329,999.822,1018.985,23373337900,1023.859,985.996,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,224.05,40,#N/A N/A,#N/A N/A,25250,22359.5,40830,25540,22800,85.1,84.14,65,85.1,85.1,31025,25050,#N/A N/A,31560,25050,467,376.5,1,467,467,14840,14848,#N/A N/A,14873,14784,27240784,27132032,#N/A N/A,27444872,26988152,16.22,16.055,1966,16.335,15.99
7/1/2022,545.018,519.459,14135296000,546.08,516.875,1020.825,974.328,16039045100,1022.626,970.314,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,232.7,2,#N/A N/A,#N/A N/A,23250,21766,19166,24726,21624,85.1,83.81,154,85.1,85.1,27500,27000,#N/A N/A,28150,27000,467,362.65,1,467,467,14810,14938,#N/A N/A,14972,14794,27193144,27060128,#N/A N/A,27269840,26668480,16.15,16.12,1102,16.56,16.01
7/8/2022,518.235,511.512,13431193600,518.477,499.412,972.098,959.678,15299000700,972.651,937.594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,242.85,13,#N/A N/A,#N/A N/A,22700,21511.5,23848,22700,21200,85.1,81.7,240,85.1,85.1,27195,25800,#N/A N/A,27195,25300,467,352.85,1,467,467,14915,14977,#N/A N/A,15024,14915,27029192,26097768,#N/A N/A,27228160,25977632,16.065,16.2,27,16.065,15.8
7/15/2022,513.41,499.043,10911477400,513.41,494.979,962.451,938.946,12357447800,962.488,931.934,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,242.15,6,#N/A N/A,#N/A N/A,21495,19333,19483,21700,19094,85.1,79.86,25,85.1,85.1,25800,23600,#N/A N/A,25800,23600,467,327.15,1,467,467,14983,14993,#N/A N/A,14998,14958,26097832,25615600,#N/A N/A,26163312,25483176,16.295,16.525,390,16.6,16.17
7/22/2022,499.823,518.071,13332264800,519.765,494.148,940.402,974.044,15061899200,976.622,930.906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,253.1,1,#N/A N/A,#N/A N/A,20100,22080,24829,21530,20100,85.1,81.04,6,85.1,85.1,24010,24700,#N/A N/A,25000,24010,467,338.65,1,467,467,14960,15018,#N/A N/A,15038,14955,25643376,25939952,#N/A N/A,26096392,25280720,16.625,16.865,3429,17.305,16.56
7/29/2022,518.532,520.195,12997709600,528.77,513.771,974.823,978.629,15203311600,992.94,966.771,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,271.1,1,#N/A N/A,#N/A N/A,22525,23579,18606,22550,21275,85.1,84.77,60,85.1,85.1,25200,24405,#N/A N/A,25300,24150,467,361,1,467,467,14985,14833,#N/A N/A,15023,14833,25902680,26197736,#N/A N/A,26244976,25694184,16.76,16.885,2094,17.19,16.76
8/5/2022,522.628,536.594,14631949000,537.241,517.304,982.841,1007.803,16797741200,1008.879,973.507,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,236.4,6,#N/A N/A,#N/A N/A,24050,22151,18507,24051,21986.5,85.1,80.92,699,85.1,85.1,25795,24755,#N/A N/A,25795,24350,467,360.1,1,467,467,14865,14893,#N/A N/A,14939,14858,26133800,26438568,#N/A N/A,26802944,26123344,16.875,17.34,3019,17.455,16.63
8/12/2022,537.355,538.684,13040484400,544.419,529.22,1009.232,1012.039,14861909000,1022.226,994.419,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,259.65,5,#N/A N/A,#N/A N/A,21700,22963.5,14171,23213.5,21326.5,85.1,83.97,715,85.1,85.1,23100,25010,#N/A N/A,25010,23100,467,367.45,1,467,467,14921,14668,#N/A N/A,14932,14660,26433872,26438776,#N/A N/A,26883408,26183040,17.21,17.155,1811,17.29,16.85
8/19/2022,539.243,544.688,11361569700,550.483,534.042,1013.135,1022.989,12583584600,1033.077,1003.618,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,292.35,5,#N/A N/A,#N/A N/A,21825,22176.5,31152,24836.5,21549,85.1,82.53,400,85.1,85.1,24300,24950,#N/A N/A,24995,24300,467,365.55,1,467,467,14688,14838,#N/A N/A,14870,14685,26401304,25920136,#N/A N/A,26453744,25904776,17.175,17.085,4201,17.18,16.495
8/26/2022,542.172,539.131,10803702700,547.677,535.378,1018.725,1014.273,13568341500,1029.105,1006.438,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,309.15,5,#N/A N/A,#N/A N/A,21900,21540,26757,21901,21236.5,85.1,82.19,1655,85.1,85.1,24500,24450,#N/A N/A,24650,24450,467,367.4,1,467,467,14883,14818,#N/A N/A,14918,14798,25908552,25746960,#N/A N/A,26166024,25687272,16.99,17.315,3906,17.475,16.99
9/2/2022,530.527,541.463,11802917400,549.963,528,998.832,1019.794,14848879400,1033.943,994.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,324,5,#N/A N/A,#N/A N/A,21375,20476,15309,21385,20186.5,85.1,78.35,442,85.1,85.1,5,21700,#N/A N/A,23775,5,467,339.55,1,467,467,14863,14897,#N/A N/A,14907,14839,25720384,25505864,#N/A N/A,25999120,25137512,17.24,17.38,1182,17.59,16.85
9/9/2022,540.058,547.252,12050720600,552.007,538.572,1017.436,1032.001,14838314200,1038.786,1014.522,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,319.85,5,#N/A N/A,#N/A N/A,21000,22959,26550,23000,20960,85.1,78.2,1096,85.1,85.1,21650,21305,#N/A N/A,21750,20525,467,353.05,1,467,467,14890,14830,#N/A N/A,14934,14820,25470816,25469712,#N/A N/A,25748960,25204472,17.24,17.32,4,17.59,16.85
9/16/2022,548.581,537.495,15506599300,558.577,537.495,1034.71,1016.006,18838626600,1053.426,1016.006,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,319.35,3,#N/A N/A,#N/A N/A,23325,24229,20755,24751,23305,85.1,76.76,1316,85.1,85.1,21550,21185,#N/A N/A,22245,20900,467,343.8,1,467,467,14823,14953,#N/A N/A,14957,14818,25486544,25058464,#N/A N/A,25747752,24741416,17.495,17.825,766,17.945,17.495
9/23/2022,540.42,541.909,11311983200,548.958,536.136,1021.77,1025.634,13238680600,1036.784,1013.465,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,325.1,3,#N/A N/A,#N/A N/A,24600,23297.5,41551,24860,23131.5,85.1,72.53,610,85.1,85.1,20450,21410,#N/A N/A,21745,20450,467,330.45,1,467,467,14961,15038,#N/A N/A,15043,14961,25102864,24719392,#N/A N/A,25310288,24666168,17.79,17.38,1502,17.815,17.325
9/30/2022,536.116,534.582,11326252800,543.458,525.255,1015.76,1011.475,13609085800,1026.628,993.447,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,310.4,3,#N/A N/A,#N/A N/A,22124,21012,18920,22900,21200,85.1,71.54,625,85.1,85.1,20595,20750,#N/A N/A,20900,20595,467,332.5,1,467,467,15068,15228,#N/A N/A,15278,15068,24683448,25285200,#N/A N/A,25504768,24472088,17.375,17.17,2034,17.55,17.16
10/7/2022,532.328,528.301,8562369100,540.349,526.715,1006.615,999.391,9987041000,1022.312,996.916,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,291.25,3,#N/A N/A,#N/A N/A,21550,22366,14080,22500,21249,85.1,79.36,2118,85.1,85.1,20345,20000,#N/A N/A,20345,20000,467,332.85,6,467,467,15245,15253,#N/A N/A,15309,15162,25340088,25845264,#N/A N/A,26359648,25329504,17.155,16.825,3752,17.25,16.81
10/14/2022,524.668,508.935,9048757400,528.394,508.935,992.84,966.739,10572264600,999.981,966.739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,285.25,3,#N/A N/A,#N/A N/A,22100,21660.75,23416,22400,21699,85.1,75.52,351,85.1,85.1,20155,19975,#N/A N/A,20300,19975,467,335.1,6,467,467,15280,15423,#N/A N/A,15425,15278,25917624,25368544,#N/A N/A,25924872,25233032,16.825,16.735,4292,16.915,16.685
10/21/2022,507.373,526.573,11605536700,531.37,503.99,963.773,1000.357,13147028600,1008.402,957.464,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,288.1,3,#N/A N/A,#N/A N/A,21500,21849,28983,21813.5,21412,76.65,76.75,321,76.65,76.65,19700,18435,#N/A N/A,19700,5,467,341.75,6,467,467,15468,15633,#N/A N/A,15634,15450,25391456,25909528,#N/A N/A,25916952,25173088,16.73,16.36,3924,16.765,16.25
10/28/2022,528.746,530.704,13003570900,534.646,526.619,1004.403,1009.695,14660050100,1015.822,1000.705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,283.45,10,#N/A N/A,#N/A N/A,22150,22020.5,14832,22551.5,22069,76.65,78.48,429,76.65,76.65,18350,18300,#N/A N/A,18775,18055,467,337.45,6,467,467,15575,15552,#N/A N/A,15623,15523,25953416,25583072,#N/A N/A,26065848,25487096,16.385,16.125,3351,16.46,15.965
11/4/2022,533.477,529.357,11534755500,536.436,520.571,1014.83,1005.984,13217391700,1020.56,989.257,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,265.9,10,#N/A N/A,#N/A N/A,21710,23721,14866,23731,21710,76.65,81.68,657,76.65,76.65,17700,18375,#N/A N/A,18375,17700,467,364.35,10,467,467,15574,15738,#N/A N/A,15750,15570,25565720,26467720,#N/A N/A,26467720,25378112,16.155,17.31,885,17.155,16.155
11/11/2022,530.318,533.929,13495337600,536.222,520.91,1007.595,1012.94,14816248200,1016.641,990.133,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,244.45,5,#N/A N/A,#N/A N/A,22950,26856,9776,26025,22900,76.65,79.84,254,76.65,76.65,18825,21150,#N/A N/A,21150,18825,375.15,384.65,3,375.5,375.15,15663,15494,#N/A N/A,15712,15393,26357608,27449864,#N/A N/A,27574896,26136888,17.49,17.62,245,17.49,17.49
